customer_id,rep_id,visit_date,purpose,mentions_competitor
C1012,L102,2026-02-06,產品推廣,0
C1012,L102,2026-03-10,產品推廣,0
C1012,L102,2026-03-04,收款,0
C1012,L102,2026-03-19,產品推廣,1
C1012,L102,2026-05-07,產品推廣,1
C1013,L102,2025-03-03,產品推廣,0
C1013,L102,2025-02-07,關係維護,0
C1013,L102,2025-03-12,關係維護,0
C1013,L102,2025-03-26,客訴處理,0
C1013,L102,2025-04-20,客訴處理,0
C1013,L102,2025-05-06,產品推廣,0
C1013,L102,2025-05-11,收款,0
C1013,L102,2025-05-08,產品推廣,0
C1013,L102,2025-05-18,關係維護,0
C1013,L102,2025-07-16,產品推廣,0
C1013,L102,2025-08-03,產品推廣,0
C1013,L102,2025-09-01,關係維護,0
C1013,L102,2025-08-29,關係維護,0
C1013,L102,2025-08-16,產品推廣,0
C1013,L102,2025-08-18,產品推廣,0
C1013,L102,2025-09-22,產品推廣,0
C1013,L102,2025-09-15,關係維護,0
C1013,L102,2025-10-03,產品推廣,0
C1013,L102,2025-10-17,產品推廣,0
C1013,L102,2025-11-21,收款,0
C1013,L102,2025-12-17,客訴處理,0
C1013,L102,2026-03-08,關係維護,0
C1013,L102,2026-03-24,產品推廣,0
C1013,L102,2026-04-17,產品推廣,0
C1013,L102,2026-05-15,關係維護,0
C1013,L102,2026-06-03,收款,0
C1013,L102,2026-06-06,產品推廣,0
C1013,L102,2026-07-14,產品推廣,0
C1013,L102,2026-07-28,客訴處理,0
C1013,L102,2026-07-20,產品推廣,0
C1013,L102,2026-07-15,產品推廣,0
C1014,L106,2025-03-09,產品推廣,0
C1014,L106,2025-04-30,產品推廣,0
C1014,L106,2025-04-19,產品推廣,0
C1014,L106,2025-06-05,產品推廣,0
C1014,L106,2025-06-30,收款,0
C1014,L106,2025-06-25,產品推廣,0
C1014,L106,2025-07-04,產品推廣,0
C1014,L106,2025-06-21,關係維護,0
C1014,L106,2025-09-25,關係維護,0
C1014,L106,2025-10-22,產品推廣,0
C1014,L106,2025-11-11,產品推廣,0
C1014,L106,2025-12-25,產品推廣,0
C1014,L106,2026-01-11,關係維護,0
C1014,L106,2026-01-30,關係維護,0
C1014,L106,2026-04-13,關係維護,0
C1014,L106,2026-06-30,關係維護,0
C1014,L106,2026-06-10,產品推廣,0
C1014,L106,2026-07-27,產品推廣,0
C1014,L106,2026-07-05,客訴處理,0
C1015,L117,2025-02-23,收款,1
C1015,L117,2025-02-13,產品推廣,0
C1015,L117,2025-05-21,產品推廣,0
C1015,L117,2025-07-07,產品推廣,1
C1015,L117,2025-07-20,產品推廣,0
C1015,L117,2025-08-30,關係維護,0
C1015,L117,2025-09-09,關係維護,0
C1015,L117,2025-09-24,收款,1
C1015,L117,2025-10-25,產品推廣,0
C1015,L117,2025-12-25,客訴處理,0
C1015,L117,2026-05-10,關係維護,1
C1015,L117,2026-05-31,產品推廣,0
C1016,L112,2025-02-24,客訴處理,0
C1016,L112,2025-04-13,收款,0
C1016,L112,2025-04-12,產品推廣,0
C1016,L112,2025-05-16,客訴處理,0
C1016,L112,2025-10-29,產品推廣,0
C1016,L112,2025-11-29,產品推廣,0
C1016,L112,2026-05-18,關係維護,0
C1016,L112,2026-05-20,產品推廣,0
C1016,L112,2026-07-07,產品推廣,0
C1016,L112,2026-07-09,產品推廣,0
C1016,L112,2026-07-30,收款,0
C1016,L112,2026-07-16,產品推廣,0
C1017,L105,2025-03-16,產品推廣,0
C1017,L105,2025-07-18,收款,0
C1017,L105,2025-09-30,關係維護,0
C1017,L105,2025-11-13,關係維護,0
C1017,L105,2025-12-19,產品推廣,0
C1017,L105,2025-12-21,客訴處理,0
C1017,L105,2026-02-26,產品推廣,0
C1017,L105,2026-03-09,收款,0
C1017,L105,2026-05-16,關係維護,0
C1017,L105,2026-06-12,客訴處理,0
C1017,L105,2026-06-27,關係維護,0
C1018,L112,2025-03-27,客訴處理,0
C1018,L112,2025-04-12,收款,0
C1018,L112,2025-05-18,產品推廣,0
C1018,L112,2025-05-11,產品推廣,0
C1018,L112,2025-07-05,產品推廣,0
C1018,L112,2025-06-24,收款,0
C1018,L112,2025-06-16,關係維護,0
C1018,L112,2025-06-17,產品推廣,0
C1018,L112,2025-07-14,收款,0
C1018,L112,2025-08-29,收款,0
C1018,L112,2025-09-29,產品推廣,0
C1018,L112,2025-09-28,產品推廣,0
C1018,L112,2025-10-25,產品推廣,0
C1018,L112,2025-10-16,關係維護,0
C1018,L112,2025-11-24,關係維護,0
C1018,L112,2025-11-22,關係維護,0
C1018,L112,2025-11-26,產品推廣,0
C1018,L112,2026-01-28,收款,0
C1018,L112,2026-01-18,客訴處理,0
C1018,L112,2026-02-20,產品推廣,0
C1018,L112,2026-04-27,關係維護,0
C1018,L112,2026-05-31,產品推廣,0
C1018,L112,2026-05-07,產品推廣,0
C1018,L112,2026-06-19,產品推廣,0
C1018,L112,2026-06-08,產品推廣,0
C1018,L112,2026-06-07,客訴處理,0
C1018,L112,2026-06-30,產品推廣,0
C1018,L112,2026-06-22,產品推廣,0
C1018,L112,2026-07-11,關係維護,0
C1018,L112,2026-07-12,關係維護,0
C1019,L108,2025-05-09,關係維護,0
C1019,L108,2025-06-25,產品推廣,0
C1019,L108,2025-08-21,關係維護,0
C1019,L108,2025-10-26,關係維護,0
C1019,L108,2026-01-17,產品推廣,0
C1019,L108,2026-01-07,產品推廣,0
C1019,L108,2026-04-21,關係維護,0
C1019,L108,2026-05-10,關係維護,0
C1019,L108,2026-06-27,關係維護,0
C1019,L108,2026-06-30,產品推廣,0
C1019,L108,2026-07-10,關係維護,0
C1020,L109,2025-03-26,關係維護,0
C1020,L109,2025-05-31,產品推廣,0
C1020,L109,2025-05-30,關係維護,0
C1020,L109,2025-06-29,產品推廣,0
C1020,L109,2025-07-07,產品推廣,0
C1020,L109,2025-08-31,關係維護,0
C1020,L109,2025-08-27,客訴處理,0
C1020,L109,2025-09-28,產品推廣,0
C1020,L109,2025-09-05,關係維護,0
C1020,L109,2026-01-20,收款,0
C1020,L109,2026-03-06,產品推廣,0
C1020,L109,2026-03-31,客訴處理,0
C1020,L109,2026-03-15,產品推廣,0
C1020,L109,2026-06-22,關係維護,0
C1020,L109,2026-06-08,產品推廣,0
C1020,L109,2026-07-20,收款,0
C1020,L109,2026-07-23,產品推廣,0
C1020,L109,2026-07-07,產品推廣,0
C1020,L109,2026-07-15,關係維護,0
C1021,L106,2025-02-20,產品推廣,0
C1021,L106,2025-02-13,產品推廣,0
C1021,L106,2025-04-12,客訴處理,0
C1021,L106,2025-05-31,收款,0
C1021,L106,2025-07-05,產品推廣,0
C1021,L106,2025-06-20,收款,0
C1021,L106,2025-09-17,關係維護,0
C1021,L106,2025-11-26,關係維護,0
C1021,L106,2026-01-01,關係維護,0
C1021,L106,2026-01-07,關係維護,0
C1021,L106,2026-01-16,關係維護,0
C1021,L106,2026-01-26,客訴處理,0
C1021,L106,2026-02-20,產品推廣,0
C1021,L106,2026-04-04,產品推廣,0
C1021,L106,2026-05-26,客訴處理,0
C1022,L113,2025-02-26,關係維護,0
C1022,L113,2025-04-13,產品推廣,0
C1022,L113,2025-09-23,產品推廣,0
C1022,L113,2025-09-29,關係維護,0
C1022,L113,2025-11-18,收款,0
C1022,L113,2025-12-17,客訴處理,0
C1022,L113,2026-02-18,產品推廣,0
C1022,L113,2026-02-11,關係維護,0
C1022,L113,2026-04-09,關係維護,0
C1022,L113,2026-06-04,產品推廣,0
C1022,L113,2026-06-05,客訴處理,0
C1022,L113,2026-07-18,產品推廣,0
C1023,L108,2025-03-05,關係維護,0
C1023,L108,2025-02-20,關係維護,0
C1023,L108,2025-03-22,產品推廣,0
C1023,L108,2025-08-15,產品推廣,0
C1023,L108,2025-08-07,產品推廣,0
C1023,L108,2025-10-03,產品推廣,0
C1023,L108,2025-11-07,客訴處理,0
C1023,L108,2025-12-17,產品推廣,0
C1023,L108,2026-03-26,收款,0
C1023,L108,2026-06-17,產品推廣,0
C1023,L108,2026-07-05,收款,0
C1024,L115,2025-04-06,收款,0
C1024,L115,2025-03-24,產品推廣,0
C1024,L115,2025-03-18,關係維護,0
C1024,L115,2025-03-24,產品推廣,0
C1024,L115,2025-04-30,關係維護,0
C1024,L115,2025-04-10,關係維護,0
C1024,L115,2025-05-21,產品推廣,0
C1024,L115,2025-05-11,產品推廣,0
C1024,L115,2025-06-07,產品推廣,0
C1024,L115,2025-06-09,產品推廣,0
C1024,L115,2025-06-13,客訴處理,0
C1024,L115,2025-07-02,收款,0
C1024,L115,2025-06-27,產品推廣,0
C1024,L115,2025-07-16,產品推廣,0
C1024,L115,2025-08-24,產品推廣,0
C1024,L115,2025-08-22,產品推廣,0
C1024,L115,2025-09-01,客訴處理,0
C1024,L115,2025-08-06,產品推廣,0
C1024,L115,2025-09-18,產品推廣,0
C1024,L115,2025-09-17,客訴處理,0
C1024,L115,2025-10-09,產品推廣,0
C1024,L115,2025-11-30,關係維護,0
C1024,L115,2025-11-13,關係維護,0
C1024,L115,2026-01-15,關係維護,0
C1024,L115,2026-02-03,關係維護,0
C1024,L115,2026-02-22,關係維護,0
C1024,L115,2026-02-27,關係維護,0
C1024,L115,2026-02-12,產品推廣,0
C1024,L115,2026-02-03,產品推廣,0
C1024,L115,2026-03-07,產品推廣,0
C1024,L115,2026-04-10,客訴處理,0
C1024,L115,2026-06-28,產品推廣,0
C1024,L115,2026-07-27,產品推廣,0
C1025,L105,2025-02-07,客訴處理,0
C1025,L105,2025-03-05,產品推廣,0
C1025,L105,2025-02-07,產品推廣,0
C1025,L105,2025-02-14,收款,0
C1025,L105,2025-02-11,收款,0
C1025,L105,2025-03-21,產品推廣,0
C1025,L105,2025-04-04,收款,0
C1025,L105,2025-04-01,關係維護,0
C1025,L105,2025-04-24,收款,0
C1025,L105,2025-05-06,收款,0
C1025,L105,2025-04-09,產品推廣,0
C1025,L105,2025-05-04,收款,0
C1025,L105,2025-04-29,關係維護,0
C1025,L105,2025-04-20,產品推廣,0
C1025,L105,2025-05-29,產品推廣,0
C1025,L105,2025-05-12,產品推廣,0
C1025,L105,2025-05-09,客訴處理,0
C1025,L105,2025-06-03,產品推廣,0
C1025,L105,2025-06-07,產品推廣,0
C1025,L105,2025-07-04,關係維護,0
C1025,L105,2025-06-17,產品推廣,0
C1025,L105,2025-07-03,產品推廣,0
C1025,L105,2025-07-18,產品推廣,0
C1025,L105,2025-07-27,收款,0
C1025,L105,2025-09-03,關係維護,0
C1025,L105,2025-09-02,產品推廣,0
C1025,L105,2025-08-19,收款,0
C1025,L105,2025-08-16,關係維護,0
C1025,L105,2025-09-29,產品推廣,0
C1025,L105,2025-09-29,產品推廣,0
C1025,L105,2025-09-24,產品推廣,0
C1025,L105,2025-09-15,產品推廣,0
C1025,L105,2025-09-17,產品推廣,0
C1025,L105,2025-09-11,產品推廣,0
C1025,L105,2025-09-21,產品推廣,0
C1025,L105,2025-10-20,關係維護,0
C1025,L105,2025-10-23,產品推廣,0
C1025,L105,2025-11-11,產品推廣,0
C1025,L105,2025-11-19,收款,0
C1025,L105,2025-11-26,產品推廣,0
C1025,L105,2025-12-21,產品推廣,0
C1025,L105,2026-01-26,產品推廣,0
C1025,L105,2026-01-24,產品推廣,0
C1025,L105,2026-02-26,產品推廣,0
C1025,L105,2026-02-28,收款,0
C1025,L105,2026-02-14,客訴處理,0
C1025,L105,2026-02-05,產品推廣,0
C1025,L105,2026-02-12,關係維護,0
C1025,L105,2026-02-12,客訴處理,0
C1025,L105,2026-03-06,產品推廣,0
C1025,L105,2026-03-31,關係維護,0
C1025,L105,2026-04-13,客訴處理,0
C1025,L105,2026-04-23,收款,0
C1025,L105,2026-04-18,產品推廣,0
C1025,L105,2026-05-21,關係維護,0
C1025,L105,2026-05-10,收款,0
C1025,L105,2026-06-29,產品推廣,0
C1025,L105,2026-06-05,關係維護,0
C1025,L105,2026-06-22,產品推廣,0
C1025,L105,2026-07-18,產品推廣,0
C1025,L105,2026-07-09,客訴處理,0
C1025,L105,2026-07-07,收款,0
C1025,L105,2026-07-06,收款,0
C1025,L105,2026-07-07,客訴處理,0
C1026,L101,2025-02-16,產品推廣,0
C1026,L101,2025-07-01,關係維護,0
C1026,L101,2025-07-10,產品推廣,0
C1026,L101,2025-09-05,產品推廣,0
C1026,L101,2025-09-06,產品推廣,1
C1026,L101,2025-09-11,關係維護,0
C1026,L101,2025-10-07,客訴處理,1
C1026,L101,2025-11-14,客訴處理,1
C1026,L101,2025-11-15,收款,0
C1026,L101,2025-12-30,產品推廣,0
C1027,L108,2025-02-26,關係維護,0
C1027,L108,2025-03-17,客訴處理,0
C1027,L108,2025-03-28,關係維護,0
C1027,L108,2025-05-11,客訴處理,0
C1027,L108,2025-05-12,產品推廣,0
C1027,L108,2025-06-30,關係維護,0
C1027,L108,2025-08-31,客訴處理,0
C1027,L108,2025-09-03,收款,0
C1027,L108,2025-08-11,客訴處理,0
C1027,L108,2025-09-02,關係維護,0
C1027,L108,2025-08-30,關係維護,0
C1027,L108,2025-12-30,產品推廣,0
C1027,L108,2025-12-04,收款,0
C1027,L108,2026-01-22,產品推廣,0
C1027,L108,2026-01-03,產品推廣,0
C1027,L108,2026-01-25,關係維護,0
C1027,L108,2026-01-12,關係維護,0
C1027,L108,2026-01-08,產品推廣,0
C1027,L108,2026-02-16,產品推廣,0
C1027,L108,2026-03-20,產品推廣,0
C1027,L108,2026-03-04,收款,0
C1027,L108,2026-03-16,產品推廣,0
C1027,L108,2026-04-23,客訴處理,0
C1027,L108,2026-04-18,關係維護,0
C1027,L108,2026-05-28,關係維護,0
C1027,L108,2026-05-09,關係維護,0
C1027,L108,2026-06-05,產品推廣,0
C1027,L108,2026-07-09,客訴處理,0
C1027,L108,2026-07-30,產品推廣,0
C1027,L108,2026-07-19,產品推廣,0
C1028,L117,2025-02-20,產品推廣,1
C1028,L117,2025-02-08,產品推廣,0
C1028,L117,2025-04-08,產品推廣,0
C1028,L117,2025-04-25,關係維護,1
C1028,L117,2025-05-19,關係維護,1
C1028,L117,2025-07-04,產品推廣,0
C1028,L117,2025-07-25,客訴處理,0
C1028,L117,2025-09-27,產品推廣,1
C1028,L117,2025-12-29,關係維護,0
C1028,L117,2026-03-10,產品推廣,0
C1028,L117,2026-04-14,客訴處理,0
C1029,L107,2025-03-05,客訴處理,0
C1029,L107,2025-02-22,關係維護,0
C1029,L107,2025-07-05,關係維護,0
C1029,L107,2025-06-24,產品推廣,0
C1029,L107,2025-08-02,產品推廣,0
C1029,L107,2025-10-01,關係維護,0
C1029,L107,2025-09-24,產品推廣,0
C1029,L107,2025-09-06,客訴處理,0
C1029,L107,2026-03-26,產品推廣,0
C1029,L107,2026-03-26,關係維護,0
C1029,L107,2026-04-24,產品推廣,0
C1029,L107,2026-06-15,關係維護,0
C1029,L107,2026-06-13,關係維護,0
C1029,L107,2026-07-02,關係維護,0
C1029,L107,2026-07-14,關係維護,0
C1030,L104,2025-02-28,產品推廣,0
C1030,L104,2025-03-09,產品推廣,0
C1030,L104,2025-03-14,關係維護,0
C1030,L104,2025-04-04,收款,0
C1030,L104,2025-03-17,產品推廣,0
C1030,L104,2025-04-13,關係維護,0
C1030,L104,2025-04-10,關係維護,0
C1030,L104,2025-04-14,關係維護,0
C1030,L104,2025-06-23,關係維護,0
C1030,L104,2025-08-31,產品推廣,0
C1030,L104,2025-08-10,客訴處理,0
C1030,L104,2025-09-17,關係維護,0
